label,tweet,cleaning,normalisasi,tokenisasi,stopword_removal
sadness,"[USERNAME] :( pulang sekolah ceplokin trus mam baso 10.000 aja dah cukup, dulu mah sesimple itu.. boro2 maw ada pansos2an.. era ig jd ajang hebat2an ini lo bikin otak remaja ga sehat",username pulang sekolah ceplokin trus mam baso aja dah cukup dulu mah sesimple itu boro maw ada pansosan era ig jd ajang hebatan ini lo bikin otak remaja ga sehat,username pulang sekolah ceplokin terus mam baso saja sudah cukup dulu mah sesimple itu boro mau ada pansosan era ig jadi ajang hebatan ini lo bikin otak remaja tidak sehat,"['username', 'pulang', 'sekolah', 'ceplokin', 'terus', 'mam', 'baso', 'saja', 'sudah', 'cukup', 'dulu', 'mah', 'sesimple', 'itu', 'boro', 'mau', 'ada', 'pansosan', 'era', 'ig', 'jadi', 'ajang', 'hebatan', 'ini', 'lo', 'bikin', 'otak', 'remaja', 'tidak', 'sehat']",pulang sekolah ceplokin mam baso mah sesimple boro pansosan era ig ajang hebatan bikin otak remaja sehat
anger,[USERNAME] [USERNAME] good job. Jadwal kereta arah bogor sangat berantakan. Harusnya ga seperti ini di jam segini. [URL],username username good job jadwal kereta arah bogor sangat berantakan harusnya ga seperti ini di jam segini url,username username good job jadwal kereta arah bogor sangat berantakan harusnya tidak seperti ini di jam segini url,"['username', 'username', 'good', 'job', 'jadwal', 'kereta', 'arah', 'bogor', 'sangat', 'berantakan', 'harusnya', 'tidak', 'seperti', 'ini', 'di', 'jam', 'segini', 'url']",good job jadwal kereta arah bogor berantakan jam segini
sadness,Kalo inget hari itu worst bgt sih. Kebetulan emang lg berusaha buka hati buat orang lain krn yaduuu capek bgt nungguin orang 3tahun ga dapet2. Eh sekalinya dapet apes. (Part 2) [URL],kalo inget hari itu worst bgt sih kebetulan emang lg berusaha buka hati buat orang lain krn yaduuu capek bgt nungguin orang tahun ga dapet eh sekalinya dapet apes part url,kalau ingat hari itu worst banget sih kebetulan memang lagi berusaha buka hati buat orang lain karena yaduuu capek banget menunggu orang tahun tidak dapat eh sekalinya dapat apes part url,"['kalau', 'ingat', 'hari', 'itu', 'worst', 'banget', 'sih', 'kebetulan', 'memang', 'lagi', 'berusaha', 'buka', 'hati', 'buat', 'orang', 'lain', 'karena', 'yaduuu', 'capek', 'banget', 'menunggu', 'orang', 'tahun', 'tidak', 'dapat', 'eh', 'sekalinya', 'dapat', 'apes', 'part', 'url']",worst banget berusaha buka hati orang yaduuu capek banget menunggu orang eh sekalinya apes part
sadness,"Btw kemaren senin aing tolol banget lagi ngantri di starbucks, mbak2nya manggil ""atas nama kak roy"" aing ketawa seketika depan orangnya :( lain nanaon ieumah keinget Roy Kiyoshi",btw kemaren senin aing tolol banget lagi ngantri di starbucks mbaknya manggil atas nama kak roy aing ketawa seketika depan orangnya lain nanaon ieumah keinget roy kiyoshi,btw kemarin senin aing tolol banget lagi mengantri di starbucks mbaknya manggil atas nama kak roy aing ketawa seketika depan orangnya lain nanaon ieumah teringat roy kiyoshi,"['btw', 'kemarin', 'senin', 'aing', 'tolol', 'banget', 'lagi', 'mengantri', 'di', 'starbucks', 'mbaknya', 'manggil', 'atas', 'nama', 'kak', 'roy', 'aing', 'ketawa', 'seketika', 'depan', 'orangnya', 'lain', 'nanaon', 'ieumah', 'teringat', 'roy', 'kiyoshi']",btw kemarin senin aing tolol banget mengantri starbucks mbaknya manggil nama kak roy aing ketawa orangnya nanaon ieumah roy kiyoshi
anger,"Seharusnya lu belajar dari kasus lama lu, untung itu ga diusut, harusnya lu kapok dan belajar dari temen-temen lu yang udah ngerasain jatoh. [URL]",seharusnya lu belajar dari kasus lama lu untung itu ga diusut harusnya lu kapok dan belajar dari tementemen lu yang udah ngerasain jatoh url,seharusnya kamu belajar dari kasus lama kamu untung itu tidak diusut harusnya kamu kapok dan belajar dari tementemen kamu yang sudah merasai jatuh url,"['seharusnya', 'kamu', 'belajar', 'dari', 'kasus', 'lama', 'kamu', 'untung', 'itu', 'tidak', 'diusut', 'harusnya', 'kamu', 'kapok', 'dan', 'belajar', 'dari', 'tementemen', 'kamu', 'yang', 'sudah', 'merasai', 'jatuh', 'url']",belajar untung diusut kapok belajar tementemen merasai jatuh
sadness,Teman seruanganku bilang mas ini ada benjolan 3cm di saraf kepalanya. Dan lusa setelah dpt kabar di ICCU dia akhirnya pindah ke perawatan dan baru tau si mas kena Meningitis.,teman seruanganku bilang mas ini ada benjolan cm di saraf kepalanya dan lusa setelah dpt kabar di iccu dia akhirnya pindah ke perawatan dan baru tau si mas kena meningitis,teman seruanganku bilang mas ini ada benjolan cuma di saraf kepalanya dan lusa setelah dapat kabar di iccu dia akhirnya pindah ke perawatan dan baru tau sih mas kena meningitis,"['teman', 'seruanganku', 'bilang', 'mas', 'ini', 'ada', 'benjolan', 'cuma', 'di', 'saraf', 'kepalanya', 'dan', 'lusa', 'setelah', 'dapat', 'kabar', 'di', 'iccu', 'dia', 'akhirnya', 'pindah', 'ke', 'perawatan', 'dan', 'baru', 'tau', 'sih', 'mas', 'kena', 'meningitis']",teman seruanganku bilang mas benjolan saraf kepalanya lusa kabar iccu pindah perawatan tau mas kena meningitis
sadness,"Sedi aku tuh baca2in komennya pada jahat2 bgt. Antara mau nyumpahin biar pada ngerasain tp kesiannnn krn ya digituin emg ga enak. Mau tau perasaan gue setelah kejadian itu? Lgsg ngerasa ga berharga, ga baik, malu, minder, dan masih banyak lagi. Apalagi emg aing orgnya traumaan.",sedi aku tuh bacain komennya pada jahat bgt antara mau nyumpahin biar pada ngerasain tp kesiannnn krn ya digituin emg ga enak mau tau perasaan gue setelah kejadian itu lgsg ngerasa ga berharga ga baik malu minder dan masih banyak lagi apalagi emg aing orgnya traumaan,sedi aku tuh bacain komennya pada jahat banget antara mau nyumpahin biar pada merasai tapi kesiannnn karena ya dibegitukan memang tidak enak mau tau perasaan gue setelah kejadian itu langsung merasa tidak berharga tidak baik malu minder dan masih banyak lagi apalagi memang aing orgnya traumaan,"['sedi', 'aku', 'tuh', 'bacain', 'komennya', 'pada', 'jahat', 'banget', 'antara', 'mau', 'nyumpahin', 'biar', 'pada', 'merasai', 'tapi', 'kesiannnn', 'karena', 'ya', 'dibegitukan', 'memang', 'tidak', 'enak', 'mau', 'tau', 'perasaan', 'gue', 'setelah', 'kejadian', 'itu', 'langsung', 'merasa', 'tidak', 'berharga', 'tidak', 'baik', 'malu', 'minder', 'dan', 'masih', 'banyak', 'lagi', 'apalagi', 'memang', 'aing', 'orgnya', 'traumaan']",sedi bacain komennya jahat banget nyumpahin biar merasai kesiannnn ya dibegitukan enak tau perasaan kejadian langsung berharga malu minder aing orgnya traumaan
anger,Nah maksudku yg dilecehin verbal kayak awak dan mbak Via Vallen aja bisa semarah dan semalu itu apalagi yg udah sampe tahap diperkosa? Ya makanya biar ga sampe tahap akhir itu siapapun emg hrs berani speak up mau sekecil apapun tindak pelecehannya. Biar pelaku2 pd mulai mikir.,nah maksudku yg dilecehin verbal kayak awak dan mbak via vallen aja bisa semarah dan semalu itu apalagi yg udah sampe tahap diperkosa ya makanya biar ga sampe tahap akhir itu siapapun emg hrs berani speak up mau sekecil apapun tindak pelecehannya biar pelaku pd mulai mikir,nah maksudku yang dilecehin verbal kayak awak dan mbak via vallen saja bisa semarah dan semalu itu apalagi yang sudah sampai tahap diperkosa ya makanya biar tidak sampai tahap akhir itu siapapun memang harus berani speak up mau sekecil apapun tindak pelecehannya biar pelaku pada mulai mikir,"['nah', 'maksudku', 'yang', 'dilecehin', 'verbal', 'kayak', 'awak', 'dan', 'mbak', 'via', 'vallen', 'saja', 'bisa', 'semarah', 'dan', 'semalu', 'itu', 'apalagi', 'yang', 'sudah', 'sampai', 'tahap', 'diperkosa', 'ya', 'makanya', 'biar', 'tidak', 'sampai', 'tahap', 'akhir', 'itu', 'siapapun', 'memang', 'harus', 'berani', 'speak', 'up', 'mau', 'sekecil', 'apapun', 'tindak', 'pelecehannya', 'biar', 'pelaku', 'pada', 'mulai', 'mikir']",maksudku dilecehin verbal kayak awak mbak via vallen semarah semalu tahap diperkosa ya biar tahap berani speak up apapun tindak pelecehannya biar pelaku mikir
anger,[USERNAME] Selalu sinis dan menegur kumpulan bapak-bapak di kelas doktoral saya kalau sudah jokes sexual yang mengarah harassment or abuse. Really? Gak ada korelasi deh sekolah tinggi sama perilaku ini.,username selalu sinis dan menegur kumpulan bapakbapak di kelas doktoral saya kalau sudah jokes sexual yang mengarah harassment or abuse really gak ada korelasi deh sekolah tinggi sama perilaku ini,username selalu sinis dan menegur kumpulan bapakbapak di kelas doktoral saya kalau sudah jokes sexual yang mengarah harassment orang abuse really tidak ada korelasi deh sekolah tinggi sama perilaku ini,"['username', 'selalu', 'sinis', 'dan', 'menegur', 'kumpulan', 'bapakbapak', 'di', 'kelas', 'doktoral', 'saya', 'kalau', 'sudah', 'jokes', 'sexual', 'yang', 'mengarah', 'harassment', 'orang', 'abuse', 'really', 'tidak', 'ada', 'korelasi', 'deh', 'sekolah', 'tinggi', 'sama', 'perilaku', 'ini']",sinis menegur kumpulan bapakbapak kelas doktoral jokes sexual mengarah harassment orang abuse really korelasi sekolah perilaku
sadness,"[USERNAME] Aku ingat, ketika kita masih saling bercanda tertawa. Kisah kita tertulis dalam secarik kenangan paling berharga. Kau dan aku, bersama dalam satu kata -cinta. Tapi sayang, lagi-lagi semua hanyalah kenangan yang tak mungkin terulang. Terimakas",username aku ingat ketika kita masih saling bercanda tertawa kisah kita tertulis dalam secarik kenangan paling berharga kau dan aku bersama dalam satu kata cinta tapi sayang lagilagi semua hanyalah kenangan yang tak mungkin terulang terimakas,username aku ingat ketika kita masih saling bercanda tertawa kisah kita tertulis dalam secarik kenangan paling berharga kau dan aku bersama dalam satu kata cinta tapi sayang lagilagi semua hanyalah kenangan yang tak mungkin terulang terimakas,"['username', 'aku', 'ingat', 'ketika', 'kita', 'masih', 'saling', 'bercanda', 'tertawa', 'kisah', 'kita', 'tertulis', 'dalam', 'secarik', 'kenangan', 'paling', 'berharga', 'kau', 'dan', 'aku', 'bersama', 'dalam', 'satu', 'kata', 'cinta', 'tapi', 'sayang', 'lagilagi', 'semua', 'hanyalah', 'kenangan', 'yang', 'tak', 'mungkin', 'terulang', 'terimakas']",bercanda tertawa kisah tertulis secarik kenangan berharga cinta sayang lagilagi kenangan terulang terimakas
anger,pancasila diuangin THR dipaksain pendidikan dijualin otak dikandangin kampus disatronin 2 periode dibatalin. #batalin2periode [URL],pancasila diuangin thr dipaksain pendidikan dijualin otak dikandangin kampus disatronin periode dibatalin batalinperiode url,pancasila diuangin thr dipaksain pendidikan dijualin otak dikandangin kampus disatronin periode dibatalin batalinperiode url,"['pancasila', 'diuangin', 'thr', 'dipaksain', 'pendidikan', 'dijualin', 'otak', 'dikandangin', 'kampus', 'disatronin', 'periode', 'dibatalin', 'batalinperiode', 'url']",pancasila diuangin thr dipaksain pendidikan dijualin otak dikandangin kampus disatronin periode dibatalin batalinperiode
sadness,"Benar, baca komen-komen di IG Via Vallen jadi semacam miniatur mentalitas sebagian orang Indonesia dlm menyikapi pelecehan seksual baik verbal ataupun fisik.",benar baca komenkomen di ig via vallen jadi semacam miniatur mentalitas sebagian orang indonesia dlm menyikapi pelecehan seksual baik verbal ataupun fisik,benar baca komenkomen di ig via vallen jadi semacam miniatur mentalitas sebagian orang indonesia dalam menyikapi pelecehan seksual baik verbal ataupun fisik,"['benar', 'baca', 'komenkomen', 'di', 'ig', 'via', 'vallen', 'jadi', 'semacam', 'miniatur', 'mentalitas', 'sebagian', 'orang', 'indonesia', 'dalam', 'menyikapi', 'pelecehan', 'seksual', 'baik', 'verbal', 'ataupun', 'fisik']",baca komenkomen ig via vallen miniatur mentalitas orang indonesia menyikapi pelecehan seksual verbal fisik
anger,"Sebel bet sama pak Sekdes, ribuuuut minta dikirimi foto batik... Pas udah dikirim malah ga dibuka -________- 3, 2, 1 Males banget mau buka 47 chat yang lain ???? terlalu banyak ?? [URL]",sebel bet sama pak sekdes ribuuuut minta dikirimi foto batik pas udah dikirim malah ga dibuka males banget mau buka chat yang lain terlalu banyak url,sebel banget sama pak sekdes ribuuuut meminta dikirimi foto batik pas sudah dikirim malah tidak dibuka malas banget mau buka chat yang lain terlalu banyak url,"['sebel', 'banget', 'sama', 'pak', 'sekdes', 'ribuuuut', 'meminta', 'dikirimi', 'foto', 'batik', 'pas', 'sudah', 'dikirim', 'malah', 'tidak', 'dibuka', 'malas', 'banget', 'mau', 'buka', 'chat', 'yang', 'lain', 'terlalu', 'banyak', 'url']",sebel banget sekdes ribuuuut dikirimi foto batik pas dikirim dibuka malas banget buka chat
fear,"[USERNAME] yah berarti gua dosa dong? masalahnya nyokap gua kl nyuruh guaa beli kopi ga ditanyain kmbaliannya, yaudah gua inisiatif aja tabungin(:",username yah berarti gua dosa dong masalahnya nyokap gua kl nyuruh guaa beli kopi ga ditanyain kmbaliannya yaudah gua inisiatif aja tabungin,username ya berarti gua dosa dong masalahnya nyokap gua kalau nyuruh gua beli kopi tidak ditanyain kmbaliannya yaudah gua inisiatif saja tabungin,"['username', 'ya', 'berarti', 'gua', 'dosa', 'dong', 'masalahnya', 'nyokap', 'gua', 'kalau', 'nyuruh', 'gua', 'beli', 'kopi', 'tidak', 'ditanyain', 'kmbaliannya', 'yaudah', 'gua', 'inisiatif', 'saja', 'tabungin']",ya dosa nyokap nyuruh beli kopi ditanyain kmbaliannya yaudah inisiatif tabungin
anger,"and ya ini 11 12 sama kasus gitasav jg sih. same case different reaction aja. d kasus gitasav orang2 salah fokus sama cara gitasav ngerespon helmi. tp d kasus via ada jg sih yg salah fokus sama grammatical error nya via, sempet bgt sih?",and ya ini sama kasus gitasav jg sih same case different reaction aja d kasus gitasav orang salah fokus sama cara gitasav ngerespon helmi tp d kasus via ada jg sih yg salah fokus sama grammatical error nya via sempet bgt sih,and ya ini sama kasus gitasav juga sih same case different reaction saja di kasus gitasav orang salah fokus sama cara gitasav merespons helmi tapi di kasus via ada juga sih yang salah fokus sama grammatical error ya via sempat banget sih,"['and', 'ya', 'ini', 'sama', 'kasus', 'gitasav', 'juga', 'sih', 'same', 'case', 'different', 'reaction', 'saja', 'di', 'kasus', 'gitasav', 'orang', 'salah', 'fokus', 'sama', 'cara', 'gitasav', 'merespons', 'helmi', 'tapi', 'di', 'kasus', 'via', 'ada', 'juga', 'sih', 'yang', 'salah', 'fokus', 'sama', 'grammatical', 'error', 'ya', 'via', 'sempat', 'banget', 'sih']",and ya gitasav same case different reaction gitasav orang salah fokus gitasav merespons helmi via salah fokus grammatical error ya via banget
anger,"YAILAH GUA KIRA KERJA HARI INI TERNYATA TGL 7, TRUS UDAH DI TEMPAT KERJA BENGONG DONG KOK GEDUNGNYA DIPAKE GRADUATION, KAMPRET KAN W UDAH DANDAN",yailah gua kira kerja hari ini ternyata tgl trus udah di tempat kerja bengong dong kok gedungnya dipake graduation kampret kan w udah dandan,yailah gua kira kerja hari ini ternyata tanggal terus sudah di tempat kerja bengong dong kok gedungnya dipakai graduation kampret kan gue sudah dandan,"['yailah', 'gua', 'kira', 'kerja', 'hari', 'ini', 'ternyata', 'tanggal', 'terus', 'sudah', 'di', 'tempat', 'kerja', 'bengong', 'dong', 'kok', 'gedungnya', 'dipakai', 'graduation', 'kampret', 'kan', 'gue', 'sudah', 'dandan']",yailah kerja tanggal kerja bengong gedungnya dipakai graduation kampret dandan
happy,"[USERNAME] [USERNAME] [USERNAME] System dah canggih n inovasi baru lagi yg kita lihat dgn sgl kemudahan utk rakyat,terima kasih pak jojowi n tims kabinet sukses selalu n sehat",username username username system dah canggih n inovasi baru lagi yg kita lihat dgn sgl kemudahan utk rakyatterima kasih pak jojowi n tims kabinet sukses selalu n sehat,username username username system sudah canggih n inovasi baru lagi yang kita lihat dengan sgl kemudahan untuk rakyatterima kasih pak jojowi n tims kabinet sukses selalu n sehat,"['username', 'username', 'username', 'system', 'sudah', 'canggih', 'n', 'inovasi', 'baru', 'lagi', 'yang', 'kita', 'lihat', 'dengan', 'sgl', 'kemudahan', 'untuk', 'rakyatterima', 'kasih', 'pak', 'jojowi', 'n', 'tims', 'kabinet', 'sukses', 'selalu', 'n', 'sehat']",system canggih n inovasi lihat sgl kemudahan rakyatterima kasih jojowi n tims kabinet sukses n sehat
sadness,"Well, jujur gw keluar air mata waktu denger kabar [USERNAME] ini bakal bubar. Banyak kesan yang bisa gw dapatkan disini. Bisa tertawa bareng bareng, diskusi bersama yah walaupun sebatas chat di group Line. Gak ada sepah sepuh fans disini, karna semua sama dan 1 Tujuan",well jujur gw keluar air mata waktu denger kabar username ini bakal bubar banyak kesan yang bisa gw dapatkan disini bisa tertawa bareng bareng diskusi bersama yah walaupun sebatas chat di group line gak ada sepah sepuh fans disini karna semua sama dan tujuan,well jujur gue keluar air mata waktu dengar kabar username ini bakal bubar banyak kesan yang bisa gue dapatkan disini bisa tertawa bareng bareng diskusi bersama ya walaupun sebatas chat di group line tidak ada sepah sepuh fan disini karena semua sama dan tujuan,"['well', 'jujur', 'gue', 'keluar', 'air', 'mata', 'waktu', 'dengar', 'kabar', 'username', 'ini', 'bakal', 'bubar', 'banyak', 'kesan', 'yang', 'bisa', 'gue', 'dapatkan', 'disini', 'bisa', 'tertawa', 'bareng', 'bareng', 'diskusi', 'bersama', 'ya', 'walaupun', 'sebatas', 'chat', 'di', 'group', 'line', 'tidak', 'ada', 'sepah', 'sepuh', 'fan', 'disini', 'karena', 'semua', 'sama', 'dan', 'tujuan']",well jujur air mata dengar kabar bubar kesan dapatkan tertawa bareng bareng diskusi ya sebatas chat group line sepah sepuh fan tujuan
anger,"Ga ada gunanya pit against another women, terutama yg sdh mendapat perlakuan tdk menyenangkan. Mungkin dulu wanita2 ga pny hati dan empati ini juga dilecehkan, namun instead of dia lawan, malah dianggap menyenangkan. Shame on them!",ga ada gunanya pit against another women terutama yg sdh mendapat perlakuan tdk menyenangkan mungkin dulu wanita ga pny hati dan empati ini juga dilecehkan namun instead of dia lawan malah dianggap menyenangkan shame on them,tidak ada gunanya pit against another women terutama yang sudah mendapat perlakuan tidak menyenangkan mungkin dulu wanita tidak punya hati dan empati ini juga dilecehkan namun instead of dia lawan malah dianggap menyenangkan shame on them,"['tidak', 'ada', 'gunanya', 'pit', 'against', 'another', 'women', 'terutama', 'yang', 'sudah', 'mendapat', 'perlakuan', 'tidak', 'menyenangkan', 'mungkin', 'dulu', 'wanita', 'tidak', 'punya', 'hati', 'dan', 'empati', 'ini', 'juga', 'dilecehkan', 'namun', 'instead', 'of', 'dia', 'lawan', 'malah', 'dianggap', 'menyenangkan', 'shame', 'on', 'them']",gunanya pit against another women perlakuan menyenangkan wanita hati empati dilecehkan instead of lawan dianggap menyenangkan shame on them
anger,"Dear wanita yg anggap speak upnya Via Vallen itu norak/kampungan, sbnrnya mungkin anda itu yg patut dikasihani, krn mungkin anda dl pernah dilecehkan namun krn anda ga berani speak up, nah nobody cares for you. Its your own fault and dont blame others for your lack of empathy",dear wanita yg anggap speak upnya via vallen itu norakkampungan sbnrnya mungkin anda itu yg patut dikasihani krn mungkin anda dl pernah dilecehkan namun krn anda ga berani speak up nah nobody cares for you its your own fault and dont blame others for your lack of empathy,dear wanita yang anggap speak upnya via vallen itu norakkampungan sbnrnya mungkin anda itu yang patut dikasihani karena mungkin anda dulu pernah dilecehkan namun karena anda tidak berani speak up nah nobody cares for you its your own fault and dont blame others for your lack of empathy,"['dear', 'wanita', 'yang', 'anggap', 'speak', 'upnya', 'via', 'vallen', 'itu', 'norakkampungan', 'sbnrnya', 'mungkin', 'anda', 'itu', 'yang', 'patut', 'dikasihani', 'karena', 'mungkin', 'anda', 'dulu', 'pernah', 'dilecehkan', 'namun', 'karena', 'anda', 'tidak', 'berani', 'speak', 'up', 'nah', 'nobody', 'cares', 'for', 'you', 'its', 'your', 'own', 'fault', 'and', 'dont', 'blame', 'others', 'for', 'your', 'lack', 'of', 'empathy']",dear wanita anggap speak upnya via vallen norakkampungan sbnrnya patut dikasihani dilecehkan berani speak up nobody cares for you its your own fault and dont blame others for your lack of empathy
anger,"Ini kenapa jadi kesannya jadi Via Vallen vs Persija sih? ? Ini Wanita vs Sexual Harassment oii. Jgn malah bikin kesannya Persija dukung sexual harassment. Simic emang ngawur dan layak dapet ganjaran, tapi gue yakin karir bolanya ngga bakal ke ganggu. Uno aja tetep jd Wagub kan?",ini kenapa jadi kesannya jadi via vallen vs persija sih ini wanita vs sexual harassment oii jgn malah bikin kesannya persija dukung sexual harassment simic emang ngawur dan layak dapet ganjaran tapi gue yakin karir bolanya ngga bakal ke ganggu uno aja tetep jd wagub kan,ini kenapa jadi kesannya jadi via vallen vs persija sih ini wanita vs sexual harassment oii jangan malah bikin kesannya persija dukung sexual harassment simic memang ngawur dan layak dapat ganjaran tapi gue yakin karir bolanya tidak bakal ke ganggu uno saja tetap jadi wagub kan,"['ini', 'kenapa', 'jadi', 'kesannya', 'jadi', 'via', 'vallen', 'vs', 'persija', 'sih', 'ini', 'wanita', 'vs', 'sexual', 'harassment', 'oii', 'jangan', 'malah', 'bikin', 'kesannya', 'persija', 'dukung', 'sexual', 'harassment', 'simic', 'memang', 'ngawur', 'dan', 'layak', 'dapat', 'ganjaran', 'tapi', 'gue', 'yakin', 'karir', 'bolanya', 'tidak', 'bakal', 'ke', 'ganggu', 'uno', 'saja', 'tetap', 'jadi', 'wagub', 'kan']",kesannya via vallen vs persija wanita vs sexual harassment oii bikin kesannya persija dukung sexual harassment simic ngawur layak ganjaran karir bolanya ganggu uno wagub
anger,"Seandainya 2019 jokowi kalah sdh dipastikan : HTI bangsat bangkit, teroris bangsat bangkit, Radikal bangsat bangkit. Semua politik balas dendam bangkit. Yg minoritas ditekan.. mending memisahkan diri dari NKRI.. untuk itu harus 2019tetapJokowi..",seandainya jokowi kalah sdh dipastikan hti bangsat bangkit teroris bangsat bangkit radikal bangsat bangkit semua politik balas dendam bangkit yg minoritas ditekan mending memisahkan diri dari nkri untuk itu harus tetapjokowi,seandainya jokowi kalah sudah dipastikan hti bangsat bangkit teroris bangsat bangkit radikal bangsat bangkit semua politik balas dendam bangkit yang minoritas ditekan mending memisahkan diri dari nkri untuk itu harus tetapjokowi,"['seandainya', 'jokowi', 'kalah', 'sudah', 'dipastikan', 'hti', 'bangsat', 'bangkit', 'teroris', 'bangsat', 'bangkit', 'radikal', 'bangsat', 'bangkit', 'semua', 'politik', 'balas', 'dendam', 'bangkit', 'yang', 'minoritas', 'ditekan', 'mending', 'memisahkan', 'diri', 'dari', 'nkri', 'untuk', 'itu', 'harus', 'tetapjokowi']",seandainya jokowi kalah hti bangsat bangkit teroris bangsat bangkit radikal bangsat bangkit politik balas dendam bangkit minoritas ditekan mending memisahkan nkri tetapjokowi
sadness,"Sedih mereka putus, mantanan paling asoy. Mereka ngebuktiin kalo cewe & cowo baik, saling sayang, type masing2 tapi bisa aja udahan hubungannya kalo udah ga cocok, ga harus ada yg salah. [URL]",sedih mereka putus mantanan paling asoy mereka ngebuktiin kalo cewe cowo baik saling sayang type masing tapi bisa aja udahan hubungannya kalo udah ga cocok ga harus ada yg salah url,sedih mereka putus mantanan paling asoy mereka membuktikan kalau cewek cowok baik saling sayang type masing tapi bisa saja udahan hubungannya kalau sudah tidak cocok tidak harus ada yang salah url,"['sedih', 'mereka', 'putus', 'mantanan', 'paling', 'asoy', 'mereka', 'membuktikan', 'kalau', 'cewek', 'cowok', 'baik', 'saling', 'sayang', 'type', 'masing', 'tapi', 'bisa', 'saja', 'udahan', 'hubungannya', 'kalau', 'sudah', 'tidak', 'cocok', 'tidak', 'harus', 'ada', 'yang', 'salah', 'url']",sedih putus mantanan asoy membuktikan cewek cowok sayang type udahan hubungannya cocok salah
sadness,"[USERNAME] Yang aku kenal udah nikah tu anak listrik mantannya temenku sih, dan uda punya anak... sedangkan ku masi nunggu wisuda ???? ini emang uda pada masanya nikah atau begimana si yak",username yang aku kenal udah nikah tu anak listrik mantannya temenku sih dan uda punya anak sedangkan ku masi nunggu wisuda ini emang uda pada masanya nikah atau begimana si yak,username yang aku kenal sudah nikah itu anak listrik mantannya temenku sih dan sudah punya anak sedangkan ku masih menunggu wisuda ini memang sudah pada masanya nikah atau begimana sih ya,"['username', 'yang', 'aku', 'kenal', 'sudah', 'nikah', 'itu', 'anak', 'listrik', 'mantannya', 'temenku', 'sih', 'dan', 'sudah', 'punya', 'anak', 'sedangkan', 'ku', 'masih', 'menunggu', 'wisuda', 'ini', 'memang', 'sudah', 'pada', 'masanya', 'nikah', 'atau', 'begimana', 'sih', 'ya']",kenal nikah anak listrik mantannya temenku anak menunggu wisuda masanya nikah begimana ya
sadness,"[USERNAME] [USERNAME] ditunggu drama selanjutnya, kalo perlu pakai jasa bocah yg masih polos, orang lanjut usia, fakir miskin, plus adegan peluk dan tangisan..",username username ditunggu drama selanjutnya kalo perlu pakai jasa bocah yg masih polos orang lanjut usia fakir miskin plus adegan peluk dan tangisan,username username ditunggu drama selanjutnya kalau perlu pakai jasa bocah yang masih polos orang lanjut usia fakir miskin plus adegan peluk dan tangisan,"['username', 'username', 'ditunggu', 'drama', 'selanjutnya', 'kalau', 'perlu', 'pakai', 'jasa', 'bocah', 'yang', 'masih', 'polos', 'orang', 'lanjut', 'usia', 'fakir', 'miskin', 'plus', 'adegan', 'peluk', 'dan', 'tangisan']",ditunggu drama pakai jasa bocah polos orang usia fakir miskin plus adegan peluk tangisan
anger,"Jahat banget mbaknya,semoga mbaknya nggak jadi korban sexual harrasment juga yaa mbak biar ngga ngerasain gmana rasanya di lecehkan. Wah kesel bacanya pengen bilang tolol ke si mbaknya :( [URL]",jahat banget mbaknyasemoga mbaknya nggak jadi korban sexual harrasment juga yaa mbak biar ngga ngerasain gmana rasanya di lecehkan wah kesel bacanya pengen bilang tolol ke si mbaknya url,jahat banget mbaknyasemoga mbaknya tidak jadi korban sexual harrasment juga ya mbak biar tidak merasai bagaimana rasanya di lecehkan wah kesel bacanya pengin bilang tolol ke sih mbaknya url,"['jahat', 'banget', 'mbaknyasemoga', 'mbaknya', 'tidak', 'jadi', 'korban', 'sexual', 'harrasment', 'juga', 'ya', 'mbak', 'biar', 'tidak', 'merasai', 'bagaimana', 'rasanya', 'di', 'lecehkan', 'wah', 'kesel', 'bacanya', 'pengin', 'bilang', 'tolol', 'ke', 'sih', 'mbaknya', 'url']",jahat banget mbaknyasemoga mbaknya korban sexual harrasment ya mbak biar merasai lecehkan kesel bacanya pengin bilang tolol mbaknya
sadness,"Ya allah tuhan ku, saya tidak kuat baca komentar tentang Via Vallen di akun doi sama gosip2 IG. Rasanya mau nangis aja rasanya, liat akun2 cowok pada enteng bgt nganggep masalahnya, yang cewek bisa setega itu julidnya.",ya allah tuhan ku saya tidak kuat baca komentar tentang via vallen di akun doi sama gosip ig rasanya mau nangis aja rasanya liat akun cowok pada enteng bgt nganggep masalahnya yang cewek bisa setega itu julidnya,ya allah tuhan ku saya tidak kuat baca komentar tentang via vallen di akun doi sama gosip ig rasanya mau menangis saja rasanya lihat akun cowok pada enteng banget nganggep masalahnya yang cewek bisa setega itu julidnya,"['ya', 'allah', 'tuhan', 'ku', 'saya', 'tidak', 'kuat', 'baca', 'komentar', 'tentang', 'via', 'vallen', 'di', 'akun', 'doi', 'sama', 'gosip', 'ig', 'rasanya', 'mau', 'menangis', 'saja', 'rasanya', 'lihat', 'akun', 'cowok', 'pada', 'enteng', 'banget', 'nganggep', 'masalahnya', 'yang', 'cewek', 'bisa', 'setega', 'itu', 'julidnya']",ya allah tuhan kuat baca komentar via vallen akun doi gosip ig menangis lihat akun cowok enteng banget nganggep cewek setega julidnya
